Close (BNB),Volume (BNB),Close (BTC),Volume (BTC),Close (USDT),Volume (USDT),Close (ETH),Volume (ETH)
28.305117,321186882,15479.567383,26632075029,1.000846,36518314883,453.554779,11292383601
28.018021,335957338,15332.31543,34149115566,1.000653,46110330836,444.163055,13704320630
28.193342,310738349,15290.902344,25574938143,1.001127,38577912936,449.679626,12090381666
27.956179,279645463,15701.339844,29772374934,1.000985,42668662479,462.960541,14075403511
27.614807,266092376,16276.34375,34175758344,1.000509,43616955783,461.00528,12877327234
28.182173,292737428,16317.808594,31599492172,1.000345,43464032776,474.626434,13191505725
27.936201,254114574,16068.138672,27481710135,1.000288,37625148237,460.149841,10312037942
27.621031,254946427,15955.587891,23653867583,1.000647,34845215193,447.559082,10308617165
28.06411,275039274,16716.111328,31526766675,1.000412,43959721427,459.940308,11441239444
28.530581,320321793,17645.40625,39006849170,1.00084,55094987084,480.360077,14593057877
28.076162,327690836,17804.005859,49064800278,1.000399,68784549701,479.48407,17880199224
28.094105,282317319,17817.089844,36985055355,1.000781,53334422091,471.630432,12473929218
28.891996,321436881,18621.314453,36992873940,1.000427,58285960281,509.744568,18629943296
30.391291,419204706,18642.232422,39650210707,0.998874,77062206041,549.486633,20757099184
29.925072,426289161,18370.001953,41280434226,0.999203,80187383235,558.068115,21967049601
30.965368,433686948,18364.121094,42741112308,1.000092,85808045491,608.454041,27272302872
33.80315,840230024,19107.464844,51469565009,0.999808,99911012514,603.897766,23281758100
31.34296,599500600,18732.121094,43710357371,1.000053,86889311262,570.686646,20088492893
28.204916,659590250,17150.623047,61396835737,1.002035,114616849233,518.801147,31104004592
28.475187,361093513,17108.402344,38886494645,1.0012,71012323469,517.493713,16831105703
29.143911,338275296,17717.414063,32601040734,1.001001,59622219575,538.229797,14770243833
30.117603,347773041,18177.484375,31133957704,1.00089,56283936388,575.758057,15017517758
31.392786,389608481,19625.835938,47728480399,1.000377,78422057481,614.842529,20276867833
30.108303,467818960,18802.998047,49633658712,1.001323,91231924619,587.324158,27178964465
30.297361,371441750,19201.091797,37387697139,1.000671,65320503081,598.352356,16883292129
30.70443,324897560,19445.398438,31930317405,1.00084,53438971741,616.70874,16146190946
29.072208,362626786,18699.765625,33872388058,1.000237,57391362137,569.354187,16337589997
29.729488,307895991,19154.230469,27242455064,1.000545,46459783524,596.595459,13498010566
29.540804,249993855,19345.121094,25293775714,1.001203,41702527218,601.908997,11290893016
29.378136,238972454,19191.630859,26896357742,1.000571,41553114205,591.843384,10720480962
27.636307,323672206,18321.144531,31692288756,0.999706,51018510966,554.827759,14398919320
28.129305,323390504,18553.916016,34420373071,1.000384,58645762362,573.479126,15855915840
27.69619,263890750,18264.992188,25547132265,1.000253,42906892986,559.678528,11672582040
27.361004,278060132,18058.904297,27919640985,1.000458,46855379778,545.797363,11098819124
28.164452,238973887,18803.65625,21752580802,1.000464,37175152958,568.567322,8534557897
29.101692,265728020,19142.382813,25450468637,0.999952,39919658599,589.663208,9070377862
30.029577,335453986,19246.644531,22473997681,0.999932,34855969067,586.011169,8125837102
29.547283,294288115,19417.076172,26741982541,1.000917,41060539775,589.355591,9326645840
30.490194,347039607,21310.597656,44409011479,0.999979,65892006749,636.181824,15817248373
30.184134,479985920,22805.162109,71378606374,0.999838,107057692974,642.868958,25479532147
30.93836,359055461,23137.960938,40387896275,1.000868,68567341447,654.811951,15756303983
33.296356,534843839,23869.832031,38487546580,1.000499,59773866553,659.297913,12830893778
34.160297,583559932,23477.294922,37844228422,0.999643,62633975828,638.290833,13375855442
32.269527,583000547,22803.082031,45852713981,0.999827,70204823309,609.817871,14419493621
33.482948,563925549,23783.029297,44171632681,0.999641,72277839948,634.854187,14745890080
31.097898,582613805,23241.345703,51146161904,0.999426,85019037325,583.7146,15261413038
32.500591,488263504,23735.949219,41080759713,0.999931,70696999694,611.607178,14317413703
33.164974,421026462,24664.791016,42068395846,1.000168,69379207764,626.410706,13520927700
33.477139,434464851,26437.037109,48332647295,0.998481,70249332948,635.835815,14761125202
33.511848,567285548,26272.294922,66479895605,0.998854,95264858228,682.642334,26093552821
35.844559,611476292,27084.808594,49056742893,0.998603,76757036205,730.397339,24222565862
38.952831,938849532,27362.4375,45265946774,0.99859,76792619209,731.520142,18710683199
38.136299,501223201,28840.953125,51287442704,1.000275,72666964921,751.618958,17294574210
37.376034,404140896,29001.720703,46754964848,1.000598,61468463255,737.803406,13926846861
37.90501,459165743,29374.152344,40730301359,1.001916,60509986287,730.367554,13652004358
38.241592,521965394,32127.267578,67865420765,1.0006,87333964442,774.534973,19740771179
41.148979,758008613,32782.023438,78665235202,1.000514,120425679796,975.50769,45200463368
40.926353,807877171,31971.914063,81163475344,1.000128,125906387011,1040.233032,56945985763
41.7346,644270927,33992.429688,67547324782,1.002202,101918715244,1100.006104,41535932781
42.165955,641021601,36824.363281,75289433811,1.001528,116105139289,1207.112183,44699914188
43.44949,829964770,39371.042969,84762141031,1.0004,129467601516,1225.678101,40468027280
42.395317,650561500,40797.609375,88107519480,1.000045,131555961745,1224.197144,44334826666
43.932854,590039660,40254.546875,61984162837,1.002947,103292241007,1281.077271,33233105361
42.448475,701488832,38356.441406,79980747690,1.000223,135437984723,1262.246704,40616938053
38.371361,890728694,35566.65625,123320567399,1.000587,180779058885,1090.145386,60733630300
38.11161,567249584,33922.960938,74773277909,1.000414,117509616511,1043.43457,37494601692
40.135933,542384725,37316.359375,69364315979,1.000017,98217076295,1130.73938,30109792795
41.793682,534108764,39187.328125,63615990033,0.998964,97567813514,1218.453003,33410915929
40.91898,562019413,36825.367188,67760757881,0.999845,112214718054,1171.834595,35972039310
43.171825,604218252,36178.140625,57706187875,1.000195,101603530718,1233.537598,32319240157
45.684612,664875513,35791.277344,52359854336,1.000414,91132972168,1230.172241,29258032819
45.353172,586905636,36630.074219,49511702429,1.000804,81024209658,1257.279541,25817455560
42.785534,750638729,36069.804688,57244195486,1.000436,103734629698,1377.295898,47195935190
42.606899,684094133,35547.75,66834573161,1.000686,115893865966,1382.274048,46784030909
38.64584,621983627,30825.699219,75643067688,0.999696,125636003892,1121.570923,45932464754
40.857571,561072899,33005.761719,77207272511,1.00135,121548669235,1236.512207,43918338506
40.815479,468609053,32067.642578,48354737975,1.000555,80722167203,1230.990601,27253895441
41.881607,450486066,32289.378906,48643830599,1.001417,84413124756,1391.609375,36418163554
41.623703,507172505,32366.392578,59897054838,0.999971,101158851200,1324.414795,43565777745
41.694736,546536514,32569.849609,60255421470,1.001081,101647526020,1357.058105,41572917750
40.994877,519618043,30432.546875,62576762015,1.001764,105901637306,1253.187134,39394416990
42.529106,533847527,33466.097656,76517157706,1.001543,104090387181,1332.492188,34637234789
42.852348,651771603,34316.386719,117894572511,1.000486,183670639698,1382.522827,53611955259
44.772278,533768579,34269.523438,65141828798,1.001243,115648742489,1376.115479,30616574234
44.275993,512545443,33114.359375,52754542671,1.000808,101327508212,1314.986206,25198853581
51.607697,1256933735,33537.175781,61400400660,1.000645,117812471778,1369.040527,29210670920
51.056404,1006694242,35510.289063,63088585433,1.001427,112355343051,1515.193726,45437142801
52.242638,714000888,37472.089844,61166818159,1.001013,106216534834,1660.909546,41874566399
55.925125,940905214,36926.066406,68838074392,1.000804,130071476669,1594.762695,44396871836
67.845566,1431595319,38144.308594,58598066402,1.000131,116242339499,1718.650879,40108628454
72.733597,2114553792,39266.011719,71326033653,1.001129,121039422025,1677.846802,39873420648
68.590523,1493688265,38903.441406,65500641143,1.001211,130348566847,1614.227783,39889440151
79.831543,2133574291,46196.464844,101467222687,1.001044,156718232410,1746.616821,48012285956
107.899277,4425849540,46481.105469,91809846886,1.001232,155577364901,1768.035034,44180727529
129.737152,7000323240,44918.183594,87301089896,1.000722,167294523848,1744.243408,41916084617
124.434258,2809765027,47909.332031,81388911810,1.000367,144658901916,1783.797974,36021495262
136.948395,2981627650,47504.851563,76555041196,1.001692,147107216422,1843.532593,37905036865
133.452682,2116751635,47105.515625,70250456155,1.000828,153120142052,1814.109863,35359490535
136.426514,2312597445,48717.289063,71248675228,1.000746,138353850761,1805.084106,31439114900
129.567886,2414986848,47945.058594,77069903166,1.00025,162693579145,1779.791016,38955610883
130.056656,1925775294,49199.871094,77049582886,1.000403,141032763591,1781.067505,34269369268
164.670105,5236224271,52149.007813,80820545404,1.00037,139150324868,1848.458252,35955412703
195.932632,6110987389,51679.796875,52054723579,1.000019,94966568287,1937.449219,28255902969
332.616028,17982945189,55888.132813,63495496918,1.000201,113649609569,1960.164795,26268814253
255.953735,9680520706,56099.519531,68145460026,1.000068,137486320908,1919.534058,34696091102
293.923584,8505963719,57539.945313,51897585191,1.000332,102446076715,1935.601074,23626547717
267.509796,7885768925,54207.320313,92052420332,1.000111,169690403440,1781.99292,42409646036
230.994247,8280752930,48824.425781,106102492824,1.000032,195964923867,1570.203979,52029864713
254.359131,7154121651,49705.332031,63695521388,1.000757,129007383618,1626.575684,31329000537
233.885956,4059853073,47093.851563,54506565949,1.000149,105464333625,1475.703735,24481681873
221.680435,4167145958,46339.761719,350967941479,0.999994,124624106848,1446.033691,31435997881
225.249435,2755271254,46188.453125,45910946382,1.001178,94710037977,1459.973145,20742103233
209.574402,3129699003,45137.769531,53443887451,1.002115,106489914975,1416.04895,27637026080
254.629929,5008256561,49631.242188,53891300112,1.000409,96252860017,1564.707642,24032838645
239.522537,5882262804,48378.988281,47530897720,1.001022,92797362841,1492.608765,22523669722
241.09137,5827707431,50538.242188,53220811975,1.000417,94786928488,1575.853149,22674780680
229.945068,5580339595,48561.167969,52343816680,1.000074,103244765110,1541.914307,22906118718
226.372559,4969642573,48927.304688,48625928883,1.000819,87483469989,1533.275024,21067146937
226.666855,4489684331,48912.382813,34363564661,1.00019,66739320404,1654.741577,22746262366
240.179214,5081569247,51206.691406,43137459378,1.000318,70107811561,1723.153809,23809935410
240.318665,5016770824,52246.523438,48597428048,1.000432,88859705060,1834.727905,27630991158
293.463226,8676266998,54824.117188,50912227385,1.000668,95447392493,1868.048828,23461244507
279.358032,4544623650,56008.550781,57295577614,1.000526,94996172814,1799.16626,25154173185
289.790802,4676132222,57805.121094,56772343595,1.000583,93576067866,1826.194946,24013132909
263.685822,3960814749,57332.089844,55689944702,1.000343,99392797660,1772.102417,22435821312
276.104706,2903774859,61243.085938,60669829814,0.999845,105301861825,1924.685425,25014689475
264.636749,2044273970,59302.316406,43901225564,0.999791,83527066354,1854.564331,19344589211
254.660828,2488528410,55907.199219,66419369890,1.000374,110958014435,1791.702271,26244738810
258.100677,2425543830,56804.902344,59749798599,1.000058,101176062799,1806.971802,23828509590
269.854858,2271426252,58870.894531,60258313191,0.999083,94297363539,1823.449341,24512917348
261.704803,2445995134,57858.921875,55746041000,1.000925,87360030730,1782.855103,23263845504
264.057434,1873443830,58346.652344,49063873786,1.002632,78992617747,1817.624146,21249297710
264.741669,2004752539,58313.644531,50361731222,1.00223,78910215980,1812.634644,22677674970
264.886169,1718563711,57523.421875,51943414539,1.00128,75434025575,1788.217041,22977404620
255.900192,2323911466,54529.144531,56521454974,1.001811,86052511859,1691.333984,23599296129
255.689667,2010488139,54738.945313,56435023914,1.001195,87718238071,1678.650146,21998237965
249.851379,2385752951,52774.265625,70567223787,1.001301,97177670255,1593.413452,31228051473
234.885437,2314734091,51704.160156,67999812841,1.001016,97273950074,1595.359253,29650328701
255.104568,2099285452,55137.3125,56652197978,1.001222,82935770974,1702.842041,22548516548
269.102325,2457659540,55973.511719,47266542233,1.000601,73586222744,1716.494629,18102277710
269.191284,2527142069,55950.746094,47686580918,1.000607,69313550904,1691.355957,16599472938
275.21463,2067448661,57750.199219,57625587027,0.999759,80873581836,1819.684937,22796570548
311.426483,4039620710,58917.691406,54414116432,1.000896,82702790409,1846.033691,22512781703
302.063446,3545493416,58918.832031,65520826225,1.00002,111253962206,1918.362061,30226902621
335.212891,3718677616,59095.808594,61669163792,1.000464,108310288784,1977.276855,30914259795
339.007721,3950524039,59384.3125,58727860620,1.000576,103736039046,2143.225586,34862511022
323.133514,2953164849,57603.890625,59641344484,1.003085,109584392991,2028.422485,32011518871
351.62439,3200674446,58758.554688,50749662970,1.003402,99459708393,2093.122803,26006501902
367.772491,4073047973,59057.878906,60706272115,1.000254,132303093446,2107.887207,28889391170
403.590759,5277448222,58192.359375,66058027988,1.00168,145941395057,2118.378906,29222865881
374.658813,5976362849,56048.9375,75645303584,1.001855,161005666625,1971.077271,36116271935
418.038391,4550316562,58323.953125,53053855641,1.000167,100309980611,2088.57373,25312956529
453.178467,4701175013,58245.003906,46655208546,1.001098,86500025530,2072.108887,19812472092
472.560333,6160670397,59793.234375,58238470525,1.000469,111560200798,2135.942139,24986243611
525.385559,5697422904,60204.964844,46280252580,1.002177,100277986732,2157.656982,19692836132
598.722656,14436315725,59893.453125,51828688519,0.999937,106711464727,2139.353271,21727936609
549.586548,9433830832,63503.457031,69983454362,0.999275,137132738350,2299.187744,29456642939
549.591858,7452346448,63109.695313,77451779687,1.00159,172073450566,2435.10498,35592822986
542.63208,4608061831,63314.011719,60954381579,1.000877,134206127794,2519.116211,32325606817
510.220184,6886285728,61572.789063,84293007468,1.002345,232378434390,2431.946533,36196928256
520.416748,5195399091,60683.820313,66138759198,1.01153,178501336545,2344.89502,32349808978
481.034241,6711806048,56216.183594,97468872758,1.000104,226468468195,2237.136963,50696368718
505.092926,7141301320,55724.265625,65344865159,0.999865,169646878924,2166.188721,34060654971
587.029114,9330924061,56473.03125,67849323955,0.999938,171214521691,2330.210938,39433483315
546.02356,8456300946,53906.089844,54926612466,0.999932,130529572776,2364.751709,38899067643
506.013,8342960849,51762.273438,74798630778,1.00009,166853483576,2403.535156,53575904724
526.565247,8893557870,51093.652344,86668667320,1.000162,200928310345,2363.586182,55413933925
496.41507,4070234640,50050.867188,49014494781,0.999909,105265165685,2211.625732,31854226936
505.077057,3419309603,49004.253906,46117114240,0.999934,91733321074,2316.05957,31814355546
534.577698,4072866875,54021.753906,58284039825,1.000042,114746493323,2534.481689,35208325408
568.47052,4050720272,55033.117188,49448222757,1.000062,100848882802,2662.865234,32275969215
562.632568,3648784689,54824.703125,48000572955,1.000052,107174178546,2746.380127,34269031076
599.706543,6585918998,53555.109375,46088929780,0.999966,93716158086,2756.876953,32578127990
624.080566,5741358048,57750.175781,52395931985,1.000009,99120376275,2773.207031,29777179889
619.347229,4065705136,57828.050781,42836427360,1.000111,93561408428,2945.892822,28726205272
622.101013,3765184551,56631.078125,38177405335,1.000132,87140031400,2952.056152,28032013047
675.684082,5274868721,57200.292969,51713139031,1.000165,115365514515,3431.086182,49174290212
611.200317,5728175230,53333.539063,68564706967,0.999951,184507815469,3253.629395,62402045158
651.66272,4248449283,57424.007813,69241316747,0.999875,194666058568,3522.783203,48334198383
633.280396,3975000211,56396.515625,69523285106,1.000169,209142160582,3490.880371,44300394788
624.563293,3658116306,57356.402344,68434023376,1.000166,195953903780,3484.729004,39607240515
646.10083,3910931715,58803.777344,65382980634,1.000078,154970468014,3902.647705,50208491286
662.228577,4321052943,58232.316406,65906690347,1.000058,177124716916,3928.844727,50568290278
631.35199,5157435389,55859.796875,71776546298,1.000137,196654261473,3952.293945,62691789007
672.333923,4865455319,56704.574219,61308396325,0.999967,175304543466,4168.701172,52679737865
588.185181,4311561442,49150.535156,75215403907,0.999993,179881127372,3785.848633,69023382175
571.434509,7417114170,49716.191406,96721152926,0.999868,238503239903,3715.148438,78398214539
603.128296,3735474448,49880.535156,55737497453,0.999965,157669573391,4079.057373,48174271215
563.041687,3480395174,46760.1875,59161047474,0.999823,160240116663,3638.12207,42422321751
562.829834,4047395255,46456.058594,64047871555,0.999975,156189820298,3587.506104,47359478734
511.964386,5123430659,43537.511719,74903638450,0.999802,174105627753,3282.397705,54061732774
508.022308,3548216902,42909.402344,56187365084,1.00068,139497732905,3380.070068,40416525218
339.025482,8779943654,37002.441406,126358098747,1.001616,279067455600,2460.679199,84482912776
393.612762,7093839295,40782.738281,88281943359,1.001852,203389167819,2784.294189,67610826680
326.296326,6291181865,37304.691406,82051616861,1.001888,175788781082,2430.621338,53774070802
299.504089,3871242832,37536.632813,57377273240,1.001555,123183907998,2295.705566,42089937660
262.945679,5336233746,34770.582031,78469274361,1.001674,166357484552,2109.579834,56005721977
345.309631,6066277282,38705.980469,67359584098,1.001472,150726607629,2643.591064,53697121740
344.113983,5656677341,38402.222656,56211915803,1.001149,133337899988,2706.628906,49558333256
379.854309,4502557689,39294.199219,51346735160,1.001766,115346863805,2888.69873,42499766020
367.655792,3965850350,38436.96875,43210968721,1.000991,98115089359,2736.488525,33373635283
329.879913,4482824807,35697.605469,55200191952,1.000481,114444985848,2419.90625,39999114805
305.052155,3070017878,34616.066406,45231013335,1.000392,93338666927,2279.51416,33773720220
325.784027,3246314973,35678.128906,31646080921,1.000063,76081689608,2390.30542,25876619428
354.329346,3865691845,37332.855469,39009847639,1.000533,87983357586,2714.945313,31007383150
362.794647,3425775257,36684.925781,34639423297,1.000109,84110288079,2633.518311,27363223090
401.262329,4486850584,37575.179688,33070867190,1.00055,80399629557,2706.125,27723267359
427.807922,4370188399,39208.765625,35460750427,1.000571,79950612936,2855.126465,30038207402
391.395325,4951450795,36894.40625,41831090187,1.001038,92563710563,2688.195068,34173841611
390.431854,3956143113,35551.957031,35959473399,1.000313,74062610826,2630.576904,30496672724
393.820221,2101917655,35862.378906,28913440585,1.00084,54108953419,2715.092773,25311639414
357.310211,2927240962,33560.707031,33683936663,1.000789,70487554952,2590.263184,30600111277
354.001373,4491122307,33472.632813,49902050442,1.00119,96727203765,2517.438721,41909736778
375.73468,3543408536,37345.121094,53972919008,1.000572,92231696007,2608.26709,36075832186
352.183197,2505012942,36702.597656,43576032854,1.000738,72706032485,2471.518555,28753626390
345.933685,2269923678,37334.398438,38699736985,1.000511,62233050872,2353.768799,24832564195
343.741028,2146761411,35552.515625,37924228550,1.00114,62020661713,2372.484375,25724364410
366.648956,2171880359,39097.859375,40669112838,0.999733,62855843708,2508.391602,27092945370
368.792755,2271215183,40218.476563,43148914673,1.000626,64693139740,2537.891113,26964576331
373.566162,2246535807,40406.269531,46420149185,1.000377,69666548571,2610.936768,29005279219
347.033447,1626149384,38347.0625,39211635100,1.000023,60779453764,2367.663574,24101926180
352.738525,1379161855,38053.503906,37096670047,1.000745,55428282562,2372.001953,21871633186
336.809692,1613940591,35787.246094,36200887275,1.001749,58250506049,2231.733154,22752818388
335.71283,1140833816,35615.871094,31207279719,1.001451,48324762375,2178.499023,18765854896
340.0672,1756674565,35698.296875,36664034054,1.000875,57176763747,2246.364502,22535930423
270.984436,2911962314,31676.693359,52809038594,1.000089,90616591970,1888.44751,33745173825
261.818085,4089344405,32505.660156,58964353058,1.001002,101175206595,1874.950073,35547251725
294.490295,3170293549,33723.027344,46317108925,1.000746,78451207170,1989.736328,28408659206
308.397034,2323626593,34662.4375,33123368116,1.000149,54635236494,1988.456299,20272845769
281.620911,2317971593,31637.779297,40230904226,0.999845,66436810480,1813.217285,22774334998
279.438049,1921847994,32186.277344,38585385521,1.001214,60323833680,1829.239258,20637542361
290.567017,1521388056,34649.644531,35511640894,1.000642,53158745469,1978.894653,19885474742
289.534119,1722578691,34434.335938,33892523752,0.999928,56773812735,2079.657471,25514602841
300.211548,1946428384,35867.777344,37901460044,1.000024,64868482234,2160.768311,24815124419
303.295868,1903538448,35040.835938,34059036099,1.000216,62591206838,2274.547607,25828056268
288.218414,1357794786,33572.117188,37838957079,1.000226,54577458289,2113.605469,29061701793
287.423096,1133632645,33897.046875,38728974942,1.000033,45626594041,2150.040283,31796212554
298.237122,1113777297,34668.546875,24383958643,0.999956,41194990425,2226.114258,17433361641
307.732086,1387395766,35287.78125,24924307911,0.999501,43066655708,2321.724121,18787107473
302.377991,1504869977,33746.003906,26721554282,1.000667,47215849676,2198.58252,20103794829
320.934814,2203265498,34235.195313,26501259870,1.00009,51054194253,2324.679443,20891861314
327.522461,2067233169,33855.328125,24796027477,1.000708,50370827531,2315.161865,22398345285
310.427124,1883785090,32877.371094,29910396946,0.9999,54546974469,2120.026367,23188123689
316.484528,1358583891,33798.011719,27436021028,0.999639,48513127150,2146.692383,23029574602
316.140137,1179686219,33520.519531,22971873468,0.99998,39811881630,2111.403564,17581542471
322.031647,1189805384,34240.1875,20108729370,1.000225,33700882503,2139.664795,14705386138
316.328186,1614469810,33155.847656,24321499537,1.000271,40963905755,2036.721069,17768129077
308.811157,1231759805,32702.025391,19120856669,0.9999,40689021551,1940.083984,16621628658
309.406372,1646743038,32822.347656,21376531210,1.000135,45371034562,1994.331299,17342819679
315.244019,2242114046,31780.730469,21300524237,0.999947,45208496773,1911.175659,15688092552
302.985596,1688212208,31421.539063,23699476918,1.000373,45730099926,1880.382935,14884569147
300.497925,1298507379,31533.068359,18895018942,1.000552,39163445316,1898.825195,13364282076
302.480499,1254819647,31796.810547,18787986667,1.000621,36385511871,1895.552124,13791868728
280.018616,1514754521,30817.832031,20434789545,1.000093,40152920396,1817.296631,14157735481
264.782379,1819454491,29807.347656,23148267245,1.000297,45790527475,1787.510742,17368597636
292.531372,1957623339,32110.693359,28203024559,1.000266,57772259331,1990.970825,21253359756
293.641144,1495118544,32313.105469,19555230518,1.000217,45353041839,2025.202759,17495480331
299.28299,1849700307,33581.550781,22552046192,1.000326,48879632451,2124.776611,16200392492
302.071869,1644709273,34292.445313,21664706865,1.000698,51306998692,2189.21875,16057446601
302.436157,1351522797,35350.1875,20856685287,1.000163,45864253744,2191.373779,14566483636
304.478241,2572081528,37337.535156,51022126212,1.000254,92450192578,2233.366699,29614324233
313.6026,1870220991,39406.941406,35097370560,1.000132,67906963431,2298.333496,23067480378
313.42865,1626648048,39995.90625,38702404695,1.000117,64211172842,2296.54541,18991302378
316.749451,1384576144,40008.421875,27167146027,1.000278,49910679856,2380.956787,16313373113
322.909363,1588918308,42235.546875,33072782960,1.000283,58525027371,2466.961426,20212848934
333.549591,1717984015,41626.195313,25802845343,1.000272,51394668827,2536.209961,18001710283
333.484009,1788390755,39974.894531,26688438115,1.000341,56095370226,2561.852051,22697987055
331.103119,1348495243,39201.945313,25595265436,1.00054,51732217398,2610.15332,22162754104
322.747742,1365471563,38152.980469,26189830450,1.000304,53595668066,2502.349609,22696753413
334.918793,1279262186,39747.503906,25372562724,1.000094,55269578265,2724.619873,25038698173
337.873871,1551187442,40869.554688,35185031017,1.000097,67359787062,2827.328857,31057928075
342.136993,1623970506,42816.5,38226483046,1.000382,69278482398,2890.94165,26528577879
355.741364,1903003766,44555.800781,40030862141,1.000386,83779571867,3157.23877,33081467129
342.064758,1547133821,43798.117188,36302664750,1.000249,74286538738,3013.732666,28433638008
354.966827,1648422571,46365.402344,38734079049,1.000153,77735706184,3167.856201,31983260936
371.954376,2150475826,45585.03125,33546019517,1.000315,74336970320,3141.691162,27605221710
391.75705,2542670896,45593.636719,34319709073,1.000535,87167321396,3164.245117,26729035052
385.81897,2217067872,44428.289063,33723620826,1.000542,82791032054,3043.414307,25403699845
410.944885,1724229835,47793.320313,31744259539,1.00026,73792175888,3322.21167,23868866254
409.034485,2023364348,47096.945313,31211354442,1.000586,76879764304,3265.443359,19860862133
414.595032,1826134192,47047.003906,30988958446,1.000643,77556076133,3310.50415,22166205051
417.470856,2620571467,46004.484375,32776876610,1.000438,84438013592,3156.509521,23080039949
401.908905,2572609791,44695.359375,33451362600,1.000219,87487581579,3014.845947,25509056745
398.251465,2288117050,44801.1875,32194123075,1.000474,79562378117,3020.089844,21539248425
430.988861,2549215331,46717.578125,37204312299,0.999685,79535190853,3182.702148,19546290360
454.93631,2451578694,49339.175781,34706867452,1.000668,75007653647,3286.935303,20885619828
448.920258,2120660728,48905.492188,40585205312,1.00071,77546194009,3226.083984,18113977628
449.053497,1826865701,49321.652344,25370975378,1.000879,63054090156,3242.115479,15983278460
499.890594,3857489743,49546.148438,34305053719,1.000801,78500144394,3319.257324,20511110509
471.595459,2978438301,47706.117188,35361168834,1.000263,82298987461,3172.456299,20131028906
502.786255,3289398273,48960.789063,32646349931,1.000359,78253794427,3224.915283,18902728235
479.006104,3277913533,46942.21875,32666549568,1.00043,75138574324,3100.325439,17405668117
494.498688,2563319587,49058.667969,34511076995,1.000355,77373122984,3270.60083,18489602004
486.19693,1676741698,48902.402344,28568103401,1.000627,62963190536,3244.40332,13709633698
480.28302,1763538464,48829.832031,25889650240,1.001225,61330496817,3227.002686,13296586731
459.490753,2007036766,47054.984375,31847007016,1.000508,72843224247,3224.374268,19306924485
464.418732,2378049328,47166.6875,34730363427,1.000529,86200102965,3433.732666,27280502987
490.068726,2303587593,48847.027344,39139399125,1.000321,86157816302,3834.828125,30070890104
483.921051,2324361979,49327.722656,39508070319,1.000281,85187889141,3790.98999,24387397330
488.604706,2051522050,50025.375,43206179619,1.00022,94333024390,3940.614746,26207765094
498.07843,2310249697,49944.625,37471327794,1.000384,84730751345,3887.828369,20806963328
504.619873,1899639214,51753.410156,30322676319,1.000261,80204406658,3952.133545,18371468576
495.925018,2206397359,52633.535156,38884105426,0.999872,95052134923,3928.379395,18674691198
417.508789,4471687569,46811.128906,65210059683,1.000493,163058669007,3426.394287,39131346397
415.113159,2940929033,46091.390625,49007762488,1.00024,126616185419,3497.315186,31738430771
421.27002,2392139922,46391.421875,38672657013,1.000146,99828369723,3427.340088,24118055831
401.621796,2306735739,44883.910156,39154666597,1.00032,96977805029,3211.505859,22355974097
405.527374,1567255682,45201.457031,34499835245,1.000979,77837822625,3270.278076,18627122934
416.683228,1671909230,46063.269531,27881980161,0.999698,73080229538,3410.134521,16810411424
399.063446,2194763765,44963.074219,40969943253,1.000235,97652941470,3285.511719,22721552948
414.236237,1598465255,47092.492188,38652152880,1.000481,77354384513,3429.169678,19125420848
431.423035,1838828414,48176.347656,30484496466,1.00046,67018323452,3615.282715,17548551804
424.649231,1720989872,47783.359375,31764293754,1.000451,76304339417,3571.294922,20093903064
406.632813,1516642578,47267.519531,28727713711,0.999648,67211526457,3398.538818,17722363229
410.809296,1310349981,48278.363281,28575630451,0.999473,60077519832,3432.018311,15995220233
408.471649,1243314915,47260.21875,26967722648,1.000442,55435472929,3329.447998,14257609743
361.965912,2344102082,42843.800781,43909845642,0.999916,100128036827,2958.993408,27371684581
344.534607,2045164899,40693.675781,48701090088,1.000088,97283217005,2764.431152,30405062665
379.440338,1678913732,43574.507813,38139709246,1.00004,80708278656,3077.86792,23742102645
383.820404,1576382603,44895.097656,34244064430,1.000508,71255677560,3155.523682,18516291047
355.316284,2081157733,42839.75,42839345714,1.00082,93076113024,2931.669189,25595422789
349.880096,1388464569,42716.59375,31604717236,1.000989,66583739947,2925.565674,18932786754
344.181763,1958526741,43208.539063,30661222077,1.000725,78196884599,3062.265381,21172766310
336.191223,1507056912,42235.730469,30980029059,1.000513,70088186310,2934.138916,19164053681
333.032593,1294330921,41034.542969,30214940550,1.000298,66373042997,2807.296631,16895079070
367.989594,2385693434,41564.363281,30602359905,1.000282,64767185195,2853.143311,15763456158
387.057343,1796235646,43790.894531,31141681925,1.000155,65935536533,3001.678955,17661065099
421.643188,2162493378,48116.941406,42850641582,1.000178,81411630527,3307.516113,22307625573
428.098328,1740937420,47711.488281,30614346492,1.000284,67747297412,3391.694336,19202671704
430.50882,1470899248,48199.953125,26638115879,1.000201,61784201197,3418.358643,15516566862
425.748901,1647171955,49112.902344,33383173002,0.999838,74166327976,3380.089111,17747154101
442.706146,1526827785,51514.8125,35873904236,1.00044,76210707722,3518.518555,16632591670
435.401367,2006344571,55361.449219,49034730168,1.000317,96553805180,3580.562012,21855226591
438.761749,1962989705,53805.984375,36807860413,1.000375,91580420731,3587.974854,19090322927
419.102051,2678048368,53967.847656,34800873924,1.000116,79865522045,3563.759277,16222029488
